Title,Image url,Description,Page url,Item number,Page number,Answer
Mottled wood owl,https://csmvs.in/wp-content/uploads/2023/11/1.-Mottled-Wood-Owl.jpg,"Mottled wood owl
NH-B-
DESCRIPTION
Scientific Name: Strixocellata
The Mottled Wood Owl is a medium-sized yellowish-red owl with a rounded head and no ear-tufts. It is generally a nocturnal bird. It roosts during the day on a branch hidden among foliage, in pairs or sometimes family groups. Females are larger than males. It feeds on rats, mice and other rodents, as well as birds up to the size of a domestic pigeon. Also takes lizards, crabs, beetles and large insects.Found in India, from the Himalayas eastward to lower Bengal an south to southern Nilgiris and Pondicherry. Habitat is mostly lightly wooded plains, open woodland and groves of mature trees on outskirts of villages and cultivated land.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/mottled-wood-owl/,259,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Strixocellata.
Q: Describe the appearance of the Mottled Wood Owl.
A: The Mottled Wood Owl is a medium-sized yellowish-red owl with a rounded head and no ear-tufts.
Q: What is the typical behavior of the Mottled Wood Owl during the day?
A: During the day, the Mottled Wood Owl roosts on a branch hidden among foliage, either in pairs or sometimes in family groups.
Q: What type of prey does the Mottled Wood Owl feed on?
A: The Mottled Wood Owl feeds on rats, mice, other rodents, birds up to the size of a domestic pigeon, lizards, crabs, beetles, and large insects.
Q: Where is the Mottled Wood Owl found?
A: The Mottled Wood Owl is found in India, from the Himalayas eastward to lower Bengal, and south to southern Nilgiris and Pondicherry.
Q: What is the habitat of the Mottled Wood Owl?
A: The habitat of the Mottled Wood Owl is mostly lightly wooded plains, open woodland, and groves of mature trees on the outskirts of villages and cultivated land.
Q: How is the Mottled Wood Owl depicted in the image?
A: The Mottled Wood Owl is depicted as a taxidermy specimen made from skin with feathers.
Q: What collection does the depiction belong to?
A: The depiction belongs to the Natural History collection."
Dollarbird,https://csmvs.in/wp-content/uploads/2023/11/2.-Dollarbird.jpg,"Dollarbird
NH-B-
DESCRIPTION
Scientific Name: Eurystomusorientalis
The dollarbirdalso known as dollar roller have highly visible, light blue patches on the outer parts of the wings and hence the name. The Dollarbird inhabits open wooded areas, normally with mature, hollow-bearing trees suitable for nesting. They feed almost exclusively on flying insects.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/dollarbird/,260,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Eurystomus orientalis.
Q: What distinctive feature gives the Dollarbird its name?
A: The Dollarbird is named for its highly visible, light blue patches on the outer parts of the wings.
Q: Describe the habitat of the Dollarbird.
A: The Dollarbird inhabits open wooded areas, typically with mature trees suitable for nesting, especially those with hollows.
Q: What is the primary diet of the Dollarbird?
A: The Dollarbird feeds almost exclusively on flying insects.
Q: How is the Dollarbird depicted in the image?
A: The Dollarbird is depicted as a taxidermy specimen made from skin with feathers.
Q: Where is the Dollarbird commonly found?
A: The Dollarbird is commonly found in open wooded areas, particularly in regions with mature trees suitable for nesting.
Q: What collection does the depiction belong to?
A: The depiction belongs to the Natural History collection.
Q: Can you describe the appearance of the Dollarbird?
A: The Dollarbird has highly visible, light blue patches on the outer parts of the wings, which contribute to its distinctive appearance."
Indian pitta,https://csmvs.in/wp-content/uploads/2023/11/3.-Indian-Pitta.jpg,"Indian pitta
NH-B-
DESCRIPTION
Scientific Name: Pitta brachyura
Local name of Indian Pitta is Nawarang. The Indian pitta species is distributed in India, Pakistan, Nepal, Bangladesh and Sri Lanka. Insects, insect larvae, ants, termites, beetles, spiders, cicadas and crickets, earthworms, small snails and millipedes are their primary food. It is mainly terrestrial in habits, but roosts at night in low trees.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/indian-pitta/,261,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Pitta brachyura.
Q: What is the local name for the Indian Pitta?
A: The local name for the Indian Pitta is Nawarang.
Q: Where is the Indian Pitta distributed?
A: The Indian Pitta species is distributed in India, Pakistan, Nepal, Bangladesh, and Sri Lanka.
Q: What are the primary foods of the Indian Pitta?
A: The primary foods of the Indian Pitta include insects, insect larvae, ants, termites, beetles, spiders, cicadas, crickets, earthworms, small snails, and millipedes.
Q: Describe the habitat and habits of the Indian Pitta.
A: The Indian Pitta is mainly terrestrial in habits, but it roosts at night in low trees. It is commonly found in wooded areas and forests, where it forages for its diverse diet of insects and other small creatures.
Q: What type of object is the depiction of the Indian Pitta classified as?
A: The depiction of the Indian Pitta is classified as a bird in the Natural History collection.
Q: What material is used to create the depiction of the Indian Pitta?
A: The depiction of the Indian Pitta is made from skin with feathers.
Q: Can you describe the appearance of the Indian Pitta?
A: The Indian Pitta has colorful plumage with a combination of vibrant hues, including shades of blue, green, red, and yellow, making it a visually striking bird."
Indian Roller,https://csmvs.in/wp-content/uploads/2023/11/11.-Indian-Roller.jpg,"Indian Roller
NH-B-
DESCRIPTION
Scientific Name: Coraciasbenghalensis
The local name of Indian roller is Neelkanth. It is mainly found in the foot hills of the Himalayas, Southern India and Western India. The Indian Roller is omnivorous bird. It is the state Bird of Karnataka. The Indian roller is considered to be a sacred bird in Hindu mythology and is associated with the deity Lord Shiva.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/indian-roller/,262,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Coracias benghalensis.
Q: What is the local name for the Indian Roller?
A: The local name for the Indian Roller is Neelkanth.
Q: Where is the Indian Roller mainly found?
A: The Indian Roller is mainly found in the foothills of the Himalayas, Southern India, and Western India.
Q: What type of bird is the Indian Roller?
A: The Indian Roller is an omnivorous bird.
Q: Which Indian state considers the Indian Roller as its state bird?
A: The Indian Roller is the state bird of Karnataka.
Q: In Hindu mythology, with which deity is the Indian Roller associated?
A: In Hindu mythology, the Indian Roller is associated with the deity Lord Shiva.
Q: How is the Indian Roller depicted in the Natural History collection?
A: The depiction of the Indian Roller is classified as a bird in the Natural History collection.
Q: What material is used to create the depiction of the Indian Roller?
A: The depiction of the Indian Roller is made from skin with feathers.
Q: Can you describe the significance of the Indian Roller in Hindu mythology?
A: The Indian Roller is considered a sacred bird in Hindu mythology and is associated with Lord Shiva, a prominent deity in Hinduism."
BLACK FRANCOLIN,https://csmvs.in/wp-content/uploads/2023/11/Black-Frankoline-Partridge.jpg,"BLACK FRANCOLIN
NH-B-
DESCRIPTION
Scientific name: Francolinus francolinus
It was formerly known as the Black Partridge. It is a famous game bird, heavily hunted and trapped until the recent years, involving large decrease of populations. But now, with better control of hunting pressure in several regions, the Black Francolin is gradually recovering better numbers.
The Black Francolin is the state bird of Haryana, a state in northern India.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/black-francolin/,263,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Francolinus francolinus.
Q: What was the Black Francolin formerly known as?
A: The Black Francolin was formerly known as the Black Partridge.
Q: Is the Black Francolin a heavily hunted bird?
A: Yes, the Black Francolin is a heavily hunted and trapped bird.
Q: What recent trend has been observed in the population of Black Francolins?
A: Recent trends indicate that the Black Francolin is gradually recovering better numbers, thanks to better control of hunting pressure in several regions.
Q: Which Indian state considers the Black Francolin as its state bird?
A: The Black Francolin is the state bird of Haryana, a state in northern India.
Q: What material is used to create the depiction of the Black Francolin?
A: The depiction of the Black Francolin is made from skin with feathers.
Q: What technique is used to create the depiction of the Black Francolin?
A: Taxidermy is the technique used to create the depiction of the Black Francolin.
Q: Can you describe the significance of the Black Francolin in terms of its hunting and conservation status?
A: The Black Francolin is a famous game bird that has been heavily hunted and trapped, leading to a significant decrease in populations. However, with better control of hunting pressure in several regions, its numbers are gradually recovering."
Pheasant-tailed Jacana,https://csmvs.in/wp-content/uploads/2023/10/Pheasant-Tailed-Jacana.jpg,"Pheasant-tailed Jacana
NH-B-297
DESCRIPTION
Scientific name: Hydrophaisnus chirugus
IUCN status: Least concern
Their characteristic feature is elongated toe which gives them ability to walk them on floating vegetation in lakes which is their preferred habitat. In this species whole parental care done by male and males carry their chick inside their wings.
It is a resident breeder found in central and southern part of India, Indonesia and Sri Lanka. It is generally sedentary but the species from China and Himalayas range migrate downward. They are also recorded from Taiwan, Qatar, Australia and southern Japan.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/pheasant-tailed-jacana/,264,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Hydrophasianus chirurgus.
Q: What is the IUCN status of the Pheasant-tailed Jacana?
A: The IUCN status of the Pheasant-tailed Jacana is Least Concern.
Q: What is a characteristic feature of the Pheasant-tailed Jacana?
A: A characteristic feature of the Pheasant-tailed Jacana is its elongated toe, which gives it the ability to walk on floating vegetation in lakes, its preferred habitat.
Q: Which parent provides the whole parental care in Pheasant-tailed Jacanas, and how do they carry their chicks?
A: In Pheasant-tailed Jacanas, the whole parental care is provided by the male. Males carry their chicks inside their wings.
Q: Where is the Pheasant-tailed Jacana found as a resident breeder?
A: The Pheasant-tailed Jacana is found as a resident breeder in the central and southern parts of India, Indonesia, and Sri Lanka.
Q: Is the Pheasant-tailed Jacana generally sedentary or does it migrate?
A: The Pheasant-tailed Jacana is generally sedentary, but some populations, particularly those from China and the Himalayas, migrate downward.
Q: Apart from India, Indonesia, and Sri Lanka, where else has the Pheasant-tailed Jacana been recorded?
A: The Pheasant-tailed Jacana has also been recorded from Taiwan, Qatar, Australia, and southern Japan.
Q: What material is used to create the depiction of the Pheasant-tailed Jacana?
A: The depiction of the Pheasant-tailed Jacana is made from skin with feathers.
Q: What technique is used to create the depiction of the Pheasant-tailed Jacana?
A: Taxidermy is the technique used to create the depiction of the Pheasant-tailed Jacana."
Sarus crane,https://csmvs.in/wp-content/uploads/2023/10/Sarus-Crane.jpg,"Sarus crane
NH-B-303
DESCRIPTION
Scientific name: Antigone antigone
IUCN status: Vulnerable
It is large non-migratory bird found in India. They stand up to a height around 5ft, and they are tallest flying bird in the world. They are found in northern and central part of India along with Pakistan, Nepal, Bangladesh, Myanmar, Vietnam and Australia. They are seen near different wetlands and agricultural field.
The population of this bird is reduced due to destruction of their habitat for human settlements, use of pesticides and hunting.
COLLECTION
Natural History
OBJECT TYPE
Bird
MATERIAL
Skin with feathers
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/sarus-crane/,265,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted bird?
A: The scientific name of the depicted bird is Antigone antigone.
Q: What is the IUCN status of the Sarus crane?
A: The IUCN status of the Sarus crane is Vulnerable.
Q: How tall can Sarus cranes stand, and what distinction do they hold in terms of height?
A: Sarus cranes can stand up to a height of around 5 feet, making them the tallest flying bird in the world.
Q: In which regions are Sarus cranes found?
A: Sarus cranes are found in northern and central parts of India, along with Pakistan, Nepal, Bangladesh, Myanmar, Vietnam, and Australia.
Q: What types of habitats do Sarus cranes typically inhabit?
A: Sarus cranes are typically seen near different wetlands and agricultural fields.
Q: What are some factors contributing to the reduction in the population of Sarus cranes?
A: Destruction of habitat for human settlements, use of pesticides, and hunting are factors contributing to the reduction in the population of Sarus cranes.
Q: What material is used to create the depiction of the Sarus crane?
A: The depiction of the Sarus crane is made from skin with feathers.
Q: What technique is used to create the depiction of the Sarus crane?
A: Taxidermy is the technique used to create the depiction of the Sarus crane."
WESTERN HOOLOCK GIBBON,https://csmvs.in/wp-content/uploads/2023/11/Indian-Hoolock-Gibbon.jpg,"WESTERN HOOLOCK GIBBON
NH-M-
DESCRIPTION
Scientific name: Hoolock hoolock
The only tribe of apes inhabiting the country is the Hoolock Gibbons, found in the North-east forests. The western hoolock is listed as Endangered in the IUCN Redlist. The species’ populations have been declining due to habitat destruction of various forms and hunting for meat.
COLLECTION
Natural History
OBJECT TYPE
Mammal
MATERIAL
Skin with fur
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/western-hoolock-gibbon/,266,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Hoolock hoolock.
Q: What is the conservation status of the Western Hoolock Gibbon according to the IUCN Red List?
A: The Western Hoolock Gibbon is listed as Endangered in the IUCN Red List.
Q: Where are the Hoolock Gibbons found?
A: The Hoolock Gibbons are found in the North-east forests.
Q: What are some factors contributing to the decline in populations of the Western Hoolock Gibbon?
A: The species’ populations have been declining due to habitat destruction of various forms and hunting for meat.
Q: What material is used to create the depiction of the Western Hoolock Gibbon?
A: The depiction of the Western Hoolock Gibbon is made from skin with fur.
Q: What technique is used to create the depiction of the Western Hoolock Gibbon?
A: Taxidermy is the technique used to create the depiction of the Western Hoolock Gibbon."
Himalayan Marmot,https://csmvs.in/wp-content/uploads/2023/10/DSC8946_01.jpg,"Himalayan Marmot
NH-M-
DESCRIPTION
Scientific name: Marmota himalayana
IUCN status: Least Concern
It is a species of ground squirrels found in Himalayan and Tibetan plateau at an elevation of 10,000 to 20,000 ft. Their average body weight is 4kg to 10kg and total body length is 18in to 86in. They live in burrows having depth of 6ft to 33ft. They mainly feed on soft parts of grass and they are known to hibernate for around 7-8 months for avoid the harsh condition in winter. Hibernation starts from September or October and last till April or May.
COLLECTION
Natural History
ARTIST
Rawland Ward Ltd. 167, Piccadilly W
OBJECT TYPE
Mammal
MATERIAL
Skin with fur
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/himalayan-marmot-2/,267,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Marmota himalayana.
Q: What is the conservation status of the Himalayan Marmot according to the IUCN Red List?
A: The Himalayan Marmot is classified as Least Concern on the IUCN Red List.
Q: Where are Himalayan Marmots typically found?
A: Himalayan Marmots are found in the Himalayan and Tibetan plateau regions at elevations ranging from 10,000 to 20,000 feet.
Q: What is the average body weight range of Himalayan Marmots?
A: The average body weight of Himalayan Marmots ranges from 4 kg to 10 kg.
Q: How long do Himalayan Marmots hibernate, and when does this period typically start and end?
A: Himalayan Marmots hibernate for around 7-8 months, starting from September or October and lasting until April or May.
Q: What material is used to create the depiction of the Himalayan Marmot?
A: The depiction of the Himalayan Marmot is made from skin with fur.
Q: What technique is used to create the depiction of the Himalayan Marmot?
A: Taxidermy is the technique used to create the depiction of the Himalayan Marmot."
Himalayan Marmot,https://csmvs.in/wp-content/uploads/2023/10/DSC8946_01.jpg,"Himalayan Marmot
NH-M-30
DESCRIPTION
Scientific name: Marmota himalayana
IUCN status: Least Concern
It is a species of ground squirrels found in Himalayan and Tibetan plateau at an elevation of 10,000 to 20,000 ft. Their average body weight is 4kg to 10kg and total body length is 18in to 86in. They live in burrows having depth of 6ft to 33ft. They mainly feed on soft parts of grass and they are known to hibernate for around 7-8 months for avoid the harsh condition in winter. Hibernation starts from September or October and last till April or May.
COLLECTION
Natural History
ARTIST
Rawland Ward Ltd. 167, Piccadilly W
OBJECT TYPE
Mammal
MATERIAL
Skin with fur
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
--",https://csmvs.in/collections/himalayan-marmot/,268,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Marmota himalayana.
Q: What is the conservation status of the Himalayan Marmot according to the IUCN Red List?
A: The Himalayan Marmot is classified as Least Concern on the IUCN Red List.
Q: Where are Himalayan Marmots typically found?
A: Himalayan Marmots are found in the Himalayan and Tibetan plateau regions at elevations ranging from 10,000 to 20,000 feet.
Q: What is the average body weight range of Himalayan Marmots?
A: The average body weight of Himalayan Marmots ranges from 4 kg to 10 kg.
Q: How long do Himalayan Marmots hibernate, and when does this period typically start and end?
A: Himalayan Marmots hibernate for around 7-8 months, starting from September or October and lasting until April or May.
Q: What material is used to create the depiction of the Himalayan Marmot?
A: The depiction of the Himalayan Marmot is made from skin with fur.
Q: What technique is used to create the depiction of the Himalayan Marmot?
A: Taxidermy is the technique used to create the depiction of the Himalayan Marmot."
Kuhl’s Flying Gecko,https://csmvs.in/wp-content/uploads/2023/10/The-Flying-Gecko.jpg,"Kuhl’s Flying Gecko
NH-R-
DESCRIPTION
Scientific Name: Gekko kuhli
IUCN status: Least Concern
It is found in Malay Peninsula, Greater Sunda Island, Myanmar and Nicobar Islands.
It has a special adaptation of skin flap on either side of the body, webbed feet and flattened tail which allow this species to glide it for a short distance and its flaps also help them in camouflaging. Due to their overexposure to sun has led to adaptation of pigmentation of internal organs which helps the organs from UV damage.
COLLECTION
Natural History
OBJECT TYPE
Reptile
MATERIAL
Wax cast
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
South East Asia",https://csmvs.in/collections/kuhls-flying-gecko-2/,269,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted reptile?
A: The scientific name of the depicted reptile is Gekko kuhli.
Q: What is the conservation status of Kuhl’s Flying Gecko according to the IUCN Red List?
A: Kuhl’s Flying Gecko is classified as Least Concern on the IUCN Red List.
Q: Where is Kuhl’s Flying Gecko typically found?
A: Kuhl’s Flying Gecko is found in the Malay Peninsula, Greater Sunda Islands, Myanmar, and the Nicobar Islands.
Q: What special adaptation does Kuhl’s Flying Gecko have for gliding?
A: Kuhl’s Flying Gecko has skin flaps on either side of its body, webbed feet, and a flattened tail, which allow it to glide for short distances.
Q: How do the skin flaps of Kuhl’s Flying Gecko help them besides gliding?
A: The skin flaps of Kuhl’s Flying Gecko also help them in camouflaging.
Q: What adaptation has Kuhl’s Flying Gecko developed due to overexposure to the sun?
A: Kuhl’s Flying Gecko has developed pigmentation of internal organs, which helps protect the organs from UV damage.
Q: What material is used to create the depiction of Kuhl’s Flying Gecko?
A: The depiction of Kuhl’s Flying Gecko is made from a wax cast.
Q: What technique is used to create the depiction of Kuhl’s Flying Gecko?
A: Taxidermy is the technique used to create the depiction of Kuhl’s Flying Gecko."
Kuhl’s Flying Gecko,https://csmvs.in/wp-content/uploads/2023/10/The-Flying-Gecko.jpg,"Kuhl’s Flying Gecko
NH-R-1
DESCRIPTION
Scientific Name: Gekko kuhli
IUCN status: Least Concern
It is found in Malay Peninsula, Greater Sunda Island, Myanmar and Nicobar Islands.
It has a special adaptation of skin flap on either side of the body, webbed feet and flattened tail which allow this species to glide it for a short distance and its flaps also help them in camouflaging. Due to their overexposure to sun has led to adaptation of pigmentation of internal organs which helps the organs from UV damage.
COLLECTION
Natural History
OBJECT TYPE
Reptile
MATERIAL
Wax cast
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
--
LOCATION
South East Asia",https://csmvs.in/collections/kuhls-flying-gecko/,270,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted reptile?
A: The scientific name of the depicted reptile is Gekko kuhli.
Q: What is the conservation status of Kuhl’s Flying Gecko according to the IUCN Red List?
A: Kuhl’s Flying Gecko is classified as Least Concern on the IUCN Red List.
Q: Where is Kuhl’s Flying Gecko typically found?
A: Kuhl’s Flying Gecko is found in the Malay Peninsula, Greater Sunda Islands, Myanmar, and the Nicobar Islands.
Q: What special adaptation does Kuhl’s Flying Gecko have for gliding?
A: Kuhl’s Flying Gecko has skin flaps on either side of its body, webbed feet, and a flattened tail, which allow it to glide for short distances.
Q: How do the skin flaps of Kuhl’s Flying Gecko help them besides gliding?
A: The skin flaps of Kuhl’s Flying Gecko also help them in camouflaging.
Q: What adaptation has Kuhl’s Flying Gecko developed due to overexposure to the sun?
A: Kuhl’s Flying Gecko has developed pigmentation of internal organs, which helps protect the organs from UV damage.
Q: What material is used to create the depiction of Kuhl’s Flying Gecko?
A: The depiction of Kuhl’s Flying Gecko is made from a wax cast.
Q: What technique is used to create the depiction of Kuhl’s Flying Gecko?
A: Taxidermy is the technique used to create the depiction"
STRIPED HYENA,https://csmvs.in/wp-content/uploads/2023/11/Stripped-Hyeana.jpg,"STRIPED HYENA
NH-M-
DESCRIPTION
Scientific Name: Hyaena hyaena
Hyenas are not members of the dog or cat families. Instead, they are so unique that they have a separate family, Hyaenidae. These magnificent animals are sometimes called the scourge of the Serengeti, but they play an important role as cleanup crew feeding on carrion.
COLLECTION
Natural History
OBJECT TYPE
Mammal
MATERIAL
Skin with fur
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
--
DATE
--
LOCATION
--
DIMENSION
--",https://csmvs.in/collections/striped-hyena/,271,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Hyaena hyaena.
Q: What family does the Striped Hyena belong to?
A: The Striped Hyena belongs to the family Hyaenidae.
Q: Are hyenas members of the dog or cat families?
A: No, hyenas are not members of the dog or cat families. Instead, they belong to the family Hyaenidae.
Q: What is a unique characteristic of hyenas regarding their family classification?
A: Hyenas have a separate family classification, known as Hyaenidae, which distinguishes them from both the dog and cat families.
Q: How are hyenas described in terms of their role in the ecosystem?
A: Hyenas are described as playing an important role as a cleanup crew, feeding on carrion. They are sometimes referred to as the ""scourge of the Serengeti.""
Q: What material is used to create the depiction of the Striped Hyena?
A: The depiction of the Striped Hyena is made from skin with fur.
Q: What technique is used to create the depiction of the Striped Hyena?
A: The technique used to create the depiction of the Striped Hyena is not specified.
Q: Can you provide information about the dimensions of the depicted Striped Hyena?
A: Unfortunately, the dimensions of the depicted Striped Hyena are not provided."
Dhole,https://csmvs.in/wp-content/uploads/2023/08/Wild-Dog.jpg,"Dhole
NH-M-
DESCRIPTION
Scientific Name: Cuon alpinus
The dhole (Cuon alpinus) is a canid native to Central, South and Southeast Asia. Other English names for the species include Asiatic wild dog and Indian wild dog.
The dhole is a highly social animal, living in large clans up to 12 individuals without rigid dominance hierarchies and containing multiple breeding females. It is a diurnal pack hunter which preferentially targets medium and large sized ungulates. In tropical forests, the dhole competes with tigers and leopards, targeting somewhat different prey species.
It is listed as Endangered by the IUCN, as populations are decreasing and estimated at fewer than 2,500 adults. Factors contributing to this decline include habitat loss, loss of prey, competition with other species, persecution, and disease transfer from domestic dogs.
COLLECTION
Natural History
OBJECT TYPE
Mammal
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
20th Century CE
LOCATION
India",https://csmvs.in/collections/dhole/,272,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Cuon alpinus.
Q: What other English names are used for the species Cuon alpinus?
A: Other English names for the species Cuon alpinus include Asiatic wild dog and Indian wild dog.
Q: How does the dhole live socially?
A: The dhole is a highly social animal, living in large clans of up to 12 individuals without rigid dominance hierarchies and containing multiple breeding females.
Q: What is the preferred hunting strategy of the dhole?
A: The dhole is a diurnal pack hunter that preferentially targets medium and large-sized ungulates.
Q: In what type of habitat does the dhole compete with tigers and leopards?
A: In tropical forests, the dhole competes with tigers and leopards, targeting somewhat different prey species.
Q: What is the conservation status of the dhole according to the IUCN?
A: The dhole is listed as Endangered by the IUCN.
Q: What are some factors contributing to the decline of dhole populations?
A: Factors contributing to the decline of dhole populations include habitat loss, loss of prey, competition with other species, persecution, and disease transfer from domestic dogs.
Q: Where"
Red Panda,https://csmvs.in/wp-content/uploads/2023/08/RED_PANDA.jpg,"Red Panda
NH-M-
DESCRIPTION
Scientific Name: Ailurus fulgens
The red panda (Ailurus fulgens), also called lesser panda, red bear-cat and red cat-bear, is a mammal native to the eastern Himalayas and southwestern China. It is arboreal, feeds mainly on bamboo, but also eats eggs, birds, and insects. It is a solitary animal, mainly active from dusk to dawn, and is largely sedentary during the day.
COLLECTION
Natural History
OBJECT TYPE
Mammal
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
20th Century CE
LOCATION
--",https://csmvs.in/collections/red-panda/,273,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Ailurus fulgens.
Q: What are some other names for the red panda?
A: Other names for the red panda include lesser panda, red bear-cat, and red cat-bear.
Q: Where is the red panda native to?
A: The red panda is native to the eastern Himalayas and southwestern China.
Q: What is the primary diet of the red panda?
A: The red panda's primary diet consists mainly of bamboo, but it also eats eggs, birds, and insects.
Q: How does the red panda behave socially?
A: The red panda is a solitary animal, mainly active from dusk to dawn, and is largely sedentary during the day.
Q: What technique was used to create the depiction of the red panda?
A: The depiction of the red panda was created using taxidermy.
Q: When was the depiction of the red panda created?
A: The depiction of the red panda was created in the 20th century CE.
Q: What is the location of the depicted red panda?
A: The location of the depicted red panda is not specified."
Indian Rhinoceros,https://csmvs.in/wp-content/uploads/2023/08/NH-M-32B.jpg,"Indian Rhinoceros
NH-M-32B
DESCRIPTION
Scientific Name: Rhinoceros unicornis
The Indian rhinoceros (Rhinoceros unicornis), is native to the Indian subcontinent. The Indian rhinoceros once ranged throughout the entire stretch of the Indo-Gangetic Plain, but excessive hunting and agricultural development reduced their range drastically to 11 sites in northern India and southern Nepal.
Poaching for rhinoceros horn became the single most important reason for the decline of the Indian rhino after conservation measures were put in place from the beginning of the 20th century.
COLLECTION
Natural History
OBJECT TYPE
Mammal
MATERIAL
--
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Taxidermy
DATE
20th Century CE
LOCATION
Mumbai",https://csmvs.in/collections/indian-rhinoceros/,274,10,"ChatGPT
ChatGPT
Q: What is the scientific name of the depicted mammal?
A: The scientific name of the depicted mammal is Rhinoceros unicornis.
Q: Where is the Indian rhinoceros native to?
A: The Indian rhinoceros is native to the Indian subcontinent.
Q: How extensively did the Indian rhinoceros once range?
A: The Indian rhinoceros once ranged throughout the entire stretch of the Indo-Gangetic Plain.
Q: What factors contributed to the decline of the Indian rhino?
A: Excessive hunting and agricultural development, as well as poaching for rhinoceros horn, contributed to the decline of the Indian rhino.
Q: How many sites in northern India and southern Nepal now host populations of Indian rhinoceros?
A: Currently, Indian rhinoceros populations are found in 11 sites in northern India and southern Nepal.
Q: What conservation measures were implemented for the Indian rhino from the beginning of the 20th century?
A: Conservation measures were implemented from the beginning of the 20th century to protect the Indian rhinoceros, particularly after its decline due to excessive hunting and agricultural development.
Q: What technique was used to create the depiction of the Indian rhinoceros?
A: The depiction of the Indian rhinoceros was created using taxidermy.
Q: When was the depiction of the Indian rhinoceros created?
A: The depiction of the Indian rhinoceros was created in the 20th century CE.
Q: What is"
